"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2012","Confirmed","Jamal Uddin",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Gramer Kagoj","Print Reporter","Crime","Print","Bangladesh","Kashipur",,,"Kashipur",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2006","Confirmed","James Brolan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/james_brolan_iraq_2006.jpg","CBS","Journalist",,"Crossfire","Killed","Staff","CBS","Technician","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","James Foley",,"USA",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/foley.ap.jpg","AP","Journalist",,"Murder","Killed","Freelance","Freelance","Photographer,Internet Reporter","Human Rights,War","Internet","Syria","Unknown",,,"Unknown",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2003","Confirmed","James Miller",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/james_miller_israel_2003.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","Human Rights,War","Television","Israel and the Occupied Palestinian Territory","Rafah",,,"Rafah",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1999","Confirmed","James Ogogo",,"Sierra Leone",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Concord Times","Print Reporter","War","Print","Sierra Leone","Freetown",,,"Freetown",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2010","Confirmed","James P. Hunter",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Hunter.Afghan.07.09.10.jpg","U.S. Army","Journalist",,"Crossfire","Killed","Staff","Fort Campbell Courier, U.S. military publications","Photographer,Print Reporter","War","Print","Afghanistan","Kandahar",,,"Kandahar",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Jamshed Davliyatmamatov",,"Tajikistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Khovar Information Agency","Print Reporter",,"Print","Tajikistan","Dushanbe",,,"Dushanbe",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2018","Confirmed","Ján Kuciak",,"Slovakia",,,"Male","https://cpj-photos.s3.amazonaws.com/AP-Slovakia-2018-03-02-1520003922512.jpg","AP/Bundas Engler","Journalist","Killed","Murder","Killed","Staff","Aktuality","Internet Reporter","Business,Corruption,Crime,Politics","Internet","Slovakia","Velká Mača",,,"Velká Mača",,"Local","Criminal Group,Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Janullah Hashimzada",,,,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Broadcast Reporter","Politics,War","Television","Pakistan","Jamrud",,,"Jamrud",,"Foreign","Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Jaruek Rangcharoen",,"Thailand",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Matichon","Print Reporter","Corruption","Print","Thailand","Don Chedi district",,,"Don Chedi district",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2008","Confirmed","Jassim al-Batat",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Nakhil TV and Radio","Broadcast Reporter","Politics,War","Radio,Television","Iraq","Al-Qurna",,,"Al-Qurna",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Javed Ahmed Mir",,"India",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Channel 9","Camera Operator","Politics","Television","India","Srinagar",,,"Srinagar",,"Local","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Javed Khan",,"Pakistan",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Markaz and DM Digital TV","Photographer","Politics","Print,Television,Internet","Pakistan","Islamabad",,,"Islamabad",,"Local",,"Confirmed",,,,,,,,,,,,,,,
"2011","Confirmed","Javed Naseer Rind",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Daily Tawar","Columnist/Commentator,Editor,Print Reporter","Crime,Human Rights,Politics","Print","Pakistan","Khuzdar",,,"Khuzdar",,"Local",,"Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2017","Confirmed","Javier Valdez Cárdenas",,"Mexico",,,"Male","https://devnlbscpjdm.s3.amazonaws.com/https-/%2Fcpj.org/killed/11222011JavierValdezCardenasAFPGettyMichaelNagle.jpg","AFP/Getty","Journalist","Killed","Murder","Killed","Staff","Ríodoce","Internet Reporter,Print Reporter","Corruption,Crime,Politics","Print,Internet","Mexico","Culiacán, Sinaloa",,,"Culiacán, Sinaloa",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Jean Cabut (Cabu)",,"France",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/cabu%252520000_Par8067304.jpg","AFP","Journalist",,"Murder","Killed","Staff","Charlie Hebdo","Columnist/Commentator","Culture,Human Rights,Politics","Print,Internet","France","Paris",,,"Paris",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Jean Hélène",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jean_h%25C3%25A9l%25C3%25A8ne_ivorycoast_2003.jpg","","Journalist",,"Murder","Killed","Staff","Radio France Internationale","Broadcast Reporter","Human Rights","Radio","Ivory Coast","Abidjan",,,"Abidjan",,"Foreign","Military Officials","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2000","Confirmed","Jean Léopold Dominique",,"Haiti",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jean_leopold_dominique_haiti_2000.jpg","","Journalist",,"Murder","Killed","Staff","Radio Haïti Inter","Columnist/Commentator,Publisher/Owner","Politics","Radio","Haiti","Port-au-Prince",,,"Port-au-Prince",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Jean-Claude Jumel",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","TF-1","Technician","War","Television","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"2010","Confirmed","Jean-Léonard Rugambage",,"Rwanda",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/rugambage.1.jpg","Jeanne Umwana'","Journalist",,"Murder","Killed","Staff","Umuvugizi","Editor,Internet Reporter,Print Reporter","Politics","Print,Internet","Rwanda","Kigali",,,"Kigali",,"Local","Government Officials, Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Jean-Rémy Badio",,"Haiti",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Photographer","Crime","Print","Haiti","Port-au-Prince",,,"Port-au-Prince",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2018","Confirmed","Jefferson Pureza Lopes",,"Brazil",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Beira Rio FM","Broadcast Reporter","Corruption,Crime,Politics","Radio","Brazil","Goiás",,"Goiás",,,"Local","Criminal Group,Political Group,Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Jenner ""J.C."" Cole",,"Sierra Leone",,,"Male",,,"Journalist",,"Murder","Killed","Staff","SKY-FM","Columnist/Commentator","War","Radio","Sierra Leone","Freetown",,,"Freetown",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2009","Confirmed","Jepon Cadagdagon",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Saksi News","Photographer","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2003","Confirmed","Jeremy Little",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jeremy_little_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Freelance","NBC News","Technician","War","Television","Iraq","Fallujah",,,"Fallujah",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Jerges Mahmood Mohamad Suleiman",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Nineveh TV","Broadcast Reporter","Politics,War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Jeroen Oerlemans ",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Oerlemans-3-Cap.jpg","Stanislav Krupar","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","Politics,War","Print,Internet","Libya","Sirte",,,"Sirte",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1994","Confirmed","Jessé Medina Parra",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Fogonazo","Columnist/Commentator","Corruption","Radio","Colombia","Cucuta",,,"Cucuta",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Jesús Abel Bueno León",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","7 Días","Editor","Politics","Print","Mexico","Chilpancingo",,,"Chilpancingo",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2009","Confirmed","Jhoy Duhay",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Gold Star Daily","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2002","Confirmed","Jimmy Higenyi",,"Uganda",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","United Media Consultants and Trainers","Print Reporter","Human Rights","Print","Uganda","Kampala",,,"Kampala",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1994","Confirmed","Joao Alberto Ferreira Souto",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jornal do Estado","Publisher/Owner","Corruption,Politics","Print","Brazil","Vitória da Conquista",,,"Vitória da Conquista",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","João Miranda do Carmo",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","SAD Sem Censura","Editor,Internet Reporter","Corruption,Crime,Politics","Internet","Brazil","Santo Antônio do Descoberto",,,"Santo Antônio do Descoberto",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Joaquin Briones",,"Philippines",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Remate","Print Reporter","Crime,Politics","Print","Philippines","Milagros, Masbate",,,"Milagros, Masbate",,"Local",,"Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Joas Dignos",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXGT Radio","Broadcast Reporter,Columnist/Commentator","Corruption,Politics","Radio","Philippines","Valencia City",,,"Valencia City",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Jochen Piest",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Stern","Print Reporter","War","Print","Russia","Chervlyonna",,,"Chervlyonna",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Joel Parcon",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Prontiera News","Publisher/Owner","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2001","Confirmed","Johanne Sutton",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/johanne_sutton_afghanistan_2001.jpg","","Journalist",,"Crossfire","Killed","Staff","Radio France Internationale","Broadcast Reporter","War","Radio","Afghanistan","Takhar Province",,,"Takhar Province","Takhar Province","Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","John Caniban",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Periodico Ini","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","John Kituyi",,"Kenya",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mirror Weekly","Editor,Publisher/Owner","Politics","Print","Kenya","Eldoret",,,"Eldoret",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","John McNamara",,"USA",,,"Male","https://cpj-photos.s3.amazonaws.com/CG-john-mcnam_1-2018-07-02-1530566141593.jpg","Baltimore Sun Media Group","Journalist","Killed","Murder","Killed","Staff","Capital Gazette","Editor,Internet Reporter,Print Reporter","Sports","Internet,Print","USA","Annapolis, Maryland",,"Maryland","Annapolis, Maryland",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","John Schofield",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Schofield.Croatia.1995.1.jpg","BBC","Journalist",,"Crossfire","Killed","Staff","BBC","Broadcast Reporter","War","Radio","Croatia","Virginmost",,,"Virginmost",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Jojo Trajano",,"Philippines",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Remate","Print Reporter","Crime","Print","Philippines","Taytay Town",,,"Taytay Town",,"Local","Criminal Group","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Jolito Evardo",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","UNTV","Editor","Politics","Television","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","Jomaa Al-Ahmad (Abu al-Nour al-Halabi)",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Shahba Press Agency","Broadcast Reporter,Camera Operator,Internet Reporter","War","Internet","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Jordi Pujol",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Avui","Photographer","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2006","Confirmed","Jorge Aguirre",,"Venezuela",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jorge_aguirre_venezuela_2006.jpg","AP","Journalist",,"Murder","Killed","Staff","Cadena Capriles (El Mundo)","Photographer","Human Rights","Print","Venezuela","Caracas",,,"Caracas",,"Local","Local Residents","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2019","Confirmed","Jorge Celestino Ruiz Vázquez",,"Mexico",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","El Gráfico","Print Reporter","Crime,Politics","Print","Mexico","Actopán",,"Veracruz","Actopán",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Jorge Enrique Urbano Sánchez",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mar Estéreo","Broadcast Reporter","Crime","Radio","Colombia","Buenaventura",,,"Buenaventura",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2002","Confirmed","Jorge Ibraín Tortoza Cruz",,"Venezuela",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","2001","Photographer","Human Rights","Print","Venezuela","Caracas",,,"Caracas",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1997","Confirmed","Jorge Luis Marroquín Sagastume",,"Guatemala",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Sol Chortí","Editor","Corruption,Politics","Print","Guatemala","Jocotán",,,"Jocotán",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Jorge Martín Dorantes",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Crucero","Editor","Corruption","Print","Mexico","Morelos",,,"Morelos",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Jorge Mynor Alegría Armendáriz",,"Guatemala",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Amatique","Broadcast Reporter","Corruption","Radio","Guatemala","Puerto Barrios",,,"Puerto Barrios",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","José Agustín Silvestre de los Santos",,"Dominican Republic",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Jos%2525C3%2525A9_Silvestre11.jpg","Courtesy of Elpidio Tolentino","Journalist",,"Murder","Killed","Staff","La Voz de la Verdad, Caña TV","Broadcast Reporter,Print Reporter,Publisher/Owner","Corruption,Crime","Print,Television","Dominican Republic","La Romana",,,"La Romana",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","Yes","Yes",,,,,,,,,
"2008","Confirmed","José Armando Rodríguez Carreón",,"Mexico",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Mexico.Rodriguez.1rtr.jpg","AP","Journalist",,"Murder","Killed","Staff","El Diario de Ciudad Juárez","Print Reporter","Crime","Print","Mexico","Ciudad Juárez",,,"Ciudad Juárez",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2005","Confirmed","José Cândido de Amorim Filho ",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rádio Alternativa","Broadcast Reporter","Corruption,Politics","Radio","Brazil","Carpina, Pernambuco state",,"Carpina, Pernambuco state","Carpina, Pernambuco state",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","José Carlos Araújo",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rádio Timbaúba FM","Broadcast Reporter","Corruption,Crime,Human Rights","Radio","Brazil","Timbaúba",,,"Timbaúba",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1998","Confirmed","José Carlos Mesquita",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","TV Ouro Verde","Columnist/Commentator","Corruption,Politics","Television","Brazil","Ouro Preto do Oeste",,,"Ouro Preto do Oeste",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","José Couso",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jose_couso_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Telecinco","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2001","Confirmed","José Duviel Vásquez Arias",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Voz de la Selva","Broadcast Reporter,Editor","Corruption","Radio","Colombia","Florencia",,,"Florencia",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","José Emeterio Rivas",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Calor Estéreo","Columnist/Commentator","Corruption,Politics","Radio","Colombia","Barrancabermeja",,,"Barrancabermeja",,"Local","Government Officials, Paramilitary Group","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2009","Confirmed","José Everardo Aguilar",,"Colombia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jose_everardo_aguilar.jpg","","Journalist",,"Murder","Killed","Staff","Radio Súper and Bolívar Estéreo","Broadcast Reporter","Corruption","Radio","Colombia","Patía",,,"Patía",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1997","Confirmed","José Luis Cabezas",,"Argentina",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Cabezas.Argentina.1997.rtrs.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Noticias","Photographer","Crime","Print","Argentina","Pinamar",,,"Pinamar",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2000","Confirmed","José Luis López de la Calle",,"Spain",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jose_luis_lopez_de_la_calle_spain_2000.jpg","","Journalist",,"Murder","Killed","Staff","El Mundo","Print Reporter","Politics","Print","Spain","Andoain",,,"Andoain",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","José Luis Ortega Mata",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Semanario de Ojinaga","Editor","Corruption,Crime","Print","Mexico","Ojinaga",,,"Ojinaga",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Jose Manuel",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Benguela Province Radio","Broadcast Reporter","War","Radio","Angola","Benguel",,,"Benguel",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1993","Confirmed","Jose Maria dos Santos",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Morena","Broadcast Reporter","War","Radio","Angola","Benguel",,,"Benguel",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","José Moisés Sánchez Cerezo ",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Unión","Internet Reporter,Print Reporter,Publisher/Owner","Corruption,Crime,Politics","Print,Internet","Mexico","Medellín de Bravo, Veracruz",,,"Medellín de Bravo, Veracruz",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2013","Confirmed","José Roberto Ornelas de Lemos",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jornal Hora H","Publisher/Owner","Corruption,Crime","Print","Brazil","Nova Iguaçu",,,"Nova Iguaçu",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Joselito Agustin",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DZJC","Columnist/Commentator","Corruption,Politics","Radio","Philippines","Baccara",,,"Baccara",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Joseph Hernández Ochoa",,"Honduras",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","TV Channel 51","Broadcast Reporter","Culture","Television","Honduras","Tegucigalpa",,,"Tegucigalpa",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Juan ""Jun"" Pala",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXGO Radio","Columnist/Commentator","Corruption,Politics","Radio","Philippines","Davao City",,,"Davao City",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2000","Confirmed","Juan Camilo Restrepo Guerra",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Galaxia Estéreo","Producer","Corruption","Radio","Colombia","Sevilla",,,"Sevilla",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Juan Carlos Benavides Arévalo",,"Colombia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Manantial Estéreo","Broadcast Reporter","Politics","Radio","Colombia","Puerto Caicedo",,,"Puerto Caicedo",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2001","Confirmed","Juan Carlos Encinas",,"Bolivia",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Freelance","Freelancer","Print Reporter","Human Rights","Print","Bolivia","Catavi",,,"Catavi",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"1995","Confirmed","Juan Carlos Vásquez",,"Dominican Republic",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ultima Hora","Print Reporter","Culture,Sports","Print","Dominican Republic","an area near Santo Domingo",,,"an area near Santo Domingo",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Juan Emilio Andújar Matos",,"Dominican Republic",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Azua and Listín Diario","Broadcast Reporter","Crime","Radio","Dominican Republic","Azua",,,"Azua",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2018","Confirmed","Juan Javier Ortega Reyes",,"Ecuador",,,"Male","https://cpj-photos.s3.amazonaws.com/Ec_Ortega1-2018-05-01-1525211691191.jpg","Ortega Family","Journalist","Killed","Murder","Killed","Staff","El Comercio","Print Reporter","Corruption,Crime,Politics,Human Rights","Print","Colombia",,,,,,"Foreign","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2003","Confirmed","Julio Anguita Parrado",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/julio_anguita_parrado_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","El Mundo","Print Reporter","War","Print","Iraq","outside Baghdad",,,"outside Baghdad",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Julio Augusto García Romero",,"Ecuador",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","La Bocina and Punto de Vista","Photographer","Human Rights,Politics","Print","Ecuador","Quito",,,"Quito",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2000","Confirmed","Julio César Da Rosa",,"Uruguay",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio del Centro",,"Corruption","Radio","Uruguay","Baltasar Brum",,,"Baltasar Brum",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Julio Fuentes",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/julio_fuentes_afghanistan_2001.jpg","","Journalist",,"Murder","Killed","Staff","El Mundo","Print Reporter","War","Print","Afghanistan","Nangarhar Province",,,"Nangarhar Province","Nangarhar Province","Foreign","Paramilitary Group","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2005","Confirmed","Julio Hernando Palacios Sánchez",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Lemas","Broadcast Reporter","Corruption","Radio","Colombia","Cúcuta",,,"Cúcuta",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","Jyotirmoy Dey",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Midday","Print Reporter","Corruption","Print","India","Powai",,,"Powai",,"Local","Criminal Group","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
